State,County,Year,Poverty_Rate,Median_Household_Income,Total_Population,Pct_Employed_Management,Pct_Employed_Service,Pct_Employed_Sales,Pct_Employed_Construction,Pct_Employed_Production,Center_Care_Medium_Price_Infant,Family_Care_Medium_Price_Infant,Family_Care_to_Center_Care_Discount%,Center_Care_Price_Quartile,Family_Care_Price_Quartile
South Dakota,Oglala Lakota County,2011,53.5,25228,13544,39.3,25.0,20.9,6.6,8.2,101.68,77.55,0.2373,Q1 (Low Cost),Q1 (Low Cost)
Tennessee,Gibson County,2012,18.6,36981,49594,27.7,16.2,24.6,10.3,21.3,105.0,85.0,0.1905,Q1 (Low Cost),Q1 (Low Cost)
Tennessee,Hamblen County,2011,17.7,39604,62343,23.8,15.6,23.9,10.8,26.0,105.0,80.0,0.2381,Q1 (Low Cost),Q1 (Low Cost)
Texas,La Salle County,2022,28.0,62798,6965,13.2,31.3,13.5,32.8,9.3,130.0,120.0,0.0769,Q2,Q3
Alabama,Etowah County,2009,16.3,36378,103150,29.6,16.2,23.1,11.5,19.7,79.25,68.54,0.1351,Q1 (Low Cost),Q1 (Low Cost)
Illinois,Hancock County,2009,12.5,42732,18720,29.3,17.3,21.2,11.3,20.8,141.75,97.5,0.3122,Q3,Q2
Maine,Waldo County,2014,16.7,43484,38904,32.8,19.7,22.0,12.6,13.0,188.0,128.75,0.3152,Q4 (High Cost),Q3
Nebraska,Wayne County,2020,11.8,58894,9388,34.1,20.0,23.0,8.2,14.7,145.75,142.5,0.0223,Q3,Q4 (High Cost)
Oregon,Sherman County,2010,20.0,41354,1819,39.2,16.6,17.6,15.1,11.6,122.31,98.08,0.1981,Q2,Q2
Wisconsin,Clark County,2009,12.7,42876,33493,27.5,15.1,18.7,13.6,25.1,125.0,110.0,0.12,Q2,Q2
Illinois,Rock Island County,2009,12.6,45585,146670,29.7,17.7,26.2,8.0,18.5,199.28,122.5,0.3853,Q4 (High Cost),Q3
Michigan,Ionia County,2008,13.5,47902,63983,23.2,17.4,27.1,13.2,19.1,132.1,103.94,0.2132,Q2,Q2
Tennessee,Obion County,2012,17.1,40516,31721,25.3,18.5,23.3,11.3,21.6,105.0,85.0,0.1905,Q1 (Low Cost),Q1 (Low Cost)
Minnesota,Douglas County,2009,11.3,44918,35854,31.7,17.9,25.4,10.6,14.5,136.0,110.0,0.1912,Q2,Q2
Wisconsin,Bayfield County,2012,13.7,44626,15078,34.6,19.1,19.8,14.0,12.6,135.0,150.0,-0.1111,Q2,Q4 (High Cost)
Texas,Hale County,2015,23.0,43375,35504,24.5,20.6,20.9,16.6,17.5,112.35,97.95,0.1282,Q1 (Low Cost),Q2
Louisiana,Bienville Parish,2012,28.0,31229,14312,29.1,20.1,18.3,13.6,18.9,105.0,92.76,0.1166,Q1 (Low Cost),Q1 (Low Cost)
Minnesota,Murray County,2009,8.8,45260,8529,34.7,14.4,21.0,15.7,14.2,136.0,110.0,0.1912,Q2,Q2
Louisiana,Webster Parish,2014,23.2,35292,40890,24.6,18.6,24.1,13.9,18.7,109.0,90.0,0.1743,Q1 (Low Cost),Q1 (Low Cost)
Kentucky,Jessamine County,2009,13.9,48577,45551,32.8,17.4,25.3,10.2,14.3,116.79,102.82,0.1196,Q2,Q2
Florida,Hernando County,2013,15.4,41024,173119,29.2,19.7,30.3,11.2,9.5,144.62,127.5,0.1184,Q3,Q3
Virginia,Norton City,2013,18.1,39416,3998,32.4,26.1,21.3,7.8,12.5,104.0,80.0,0.2308,Q1 (Low Cost),Q1 (Low Cost)
Alabama,Escambia County,2013,25.4,30687,38169,24.7,22.3,24.6,11.5,16.9,106.61,104.7,0.0179,Q1 (Low Cost),Q2
Florida,Madison County,2017,31.9,31816,18518,27.6,18.5,26.0,9.7,18.3,129.17,125.0,0.0323,Q2,Q3
Oklahoma,Delaware County,2018,19.0,39742,42112,28.2,21.2,19.5,13.1,18.0,154.7,114.32,0.261,Q3,Q3
Pennsylvania,Cameron County,2020,18.2,40342,4512,21.2,18.9,19.8,7.8,32.3,161.25,125.0,0.2248,Q3,Q3
South Carolina,Hampton County,2014,23.1,34494,20670,22.4,22.8,25.1,10.5,19.2,92.5,82.5,0.1081,Q1 (Low Cost),Q1 (Low Cost)
Texas,Irion County,2009,3.6,43536,1678,25.4,18.7,20.4,20.1,15.4,104.93,96.03,0.0848,Q1 (Low Cost),Q2
Arkansas,Baxter County,2017,12.6,40072,41093,30.1,19.0,22.9,10.5,17.6,97.5,87.5,0.1026,Q1 (Low Cost),Q1 (Low Cost)
Georgia,Ben Hill County,2015,35.3,29994,17477,26.9,20.6,19.4,9.6,23.5,92.75,83.0,0.1051,Q1 (Low Cost),Q1 (Low Cost)
Kansas,Atchison County,2011,13.0,44433,16867,32.8,17.9,19.5,12.2,17.6,141.2,96.0,0.3201,Q3,Q2
Kentucky,Carroll County,2017,27.7,43345,10695,20.1,17.0,22.2,13.4,27.4,125.0,100.0,0.2,Q2,Q2
Virginia,Richmond City,2010,25.3,38266,201828,36.6,21.1,24.8,7.6,10.0,175.0,125.0,0.2857,Q3,Q3
California,Kern County,2014,23.4,48574,857730,26.1,19.0,21.5,20.2,13.3,245.75,161.87,0.3413,Q4 (High Cost),Q4 (High Cost)
Kentucky,Owsley County,2016,37.1,22106,4552,36.0,16.5,23.2,14.3,10.1,113.5,98.75,0.13,Q2,Q2
Utah,Salt Lake County,2010,10.3,58004,1000155,34.6,14.3,29.4,9.6,12.1,147.97,113.66,0.2319,Q3,Q2
Florida,Taylor County,2017,16.4,37188,22350,26.6,22.2,23.6,12.0,15.6,115.86,125.0,-0.0789,Q2,Q3
North Carolina,Pasquotank County,2014,19.5,45664,40233,30.9,20.3,24.2,12.8,11.8,187.92,133.46,0.2898,Q4 (High Cost),Q3
Oklahoma,Carter County,2011,16.2,39722,47326,26.2,19.3,25.0,12.7,16.8,130.78,97.78,0.2523,Q2,Q2
Tennessee,Wayne County,2018,19.6,38634,16649,28.9,20.3,19.9,11.9,19.1,127.02,97.5,0.2324,Q2,Q2
Kentucky,Crittenden County,2015,21.9,35316,9222,26.7,16.4,19.1,15.0,22.8,105.0,95.0,0.0952,Q1 (Low Cost),Q1 (Low Cost)
Minnesota,Cottonwood County,2012,12.7,43225,11665,31.7,17.6,21.3,10.6,18.9,145.0,110.0,0.2414,Q3,Q2
South Dakota,Lyman County,2014,18.9,44922,3831,42.0,19.6,19.3,9.0,10.1,94.79,77.55,0.1819,Q1 (Low Cost),Q1 (Low Cost)
Texas,Polk County,2012,19.9,37194,45618,24.8,22.1,21.9,17.6,13.7,99.95,88.3,0.1166,Q1 (Low Cost),Q1 (Low Cost)
Idaho,Payette County,2015,18.7,44257,22700,26.3,20.0,26.3,11.8,15.7,90.68,91.18,-0.0055,Q1 (Low Cost),Q1 (Low Cost)
Oregon,Polk County,2008,11.9,48825,74906,32.4,19.9,26.1,10.2,11.4,132.69,103.85,0.2173,Q2,Q2
Vermont,Lamoille County,2008,11.3,50212,24688,37.2,18.0,23.2,12.5,9.1,154.96,129.13,0.1667,Q3,Q3
Virginia,Halifax County,2009,18.5,34318,35460,26.8,16.9,22.9,11.0,22.4,106.0,74.5,0.2972,Q1 (Low Cost),Q1 (Low Cost)
California,Trinity County,2019,19.0,40846,12700,30.2,26.3,17.9,10.3,15.3,152.63,169.51,-0.1106,Q3,Q4 (High Cost)
Georgia,Putnam County,2017,16.2,48340,21430,25.6,23.0,21.9,10.2,19.4,104.0,93.0,0.1058,Q1 (Low Cost),Q1 (Low Cost)
Kentucky,Carroll County,2014,32.1,39668,10871,20.6,15.4,22.7,14.1,27.1,125.07,107.84,0.1378,Q2,Q2
Tennessee,Henderson County,2010,16.4,38887,27518,26.4,14.9,22.9,13.1,22.8,100.0,80.0,0.2,Q1 (Low Cost),Q1 (Low Cost)
Texas,San Saba County,2019,14.0,45083,5991,27.3,17.8,17.9,20.5,16.4,134.73,118.45,0.1208,Q2,Q3
Louisiana,St. Martin Parish,2008,17.5,38109,51628,23.9,15.5,27.5,16.5,16.6,94.86,80.0,0.1567,Q1 (Low Cost),Q1 (Low Cost)
Mississippi,Tishomingo County,2012,18.4,32878,19573,26.9,11.8,22.4,10.9,28.0,70.19,59.48,0.1526,Q1 (Low Cost),Q1 (Low Cost)
Tennessee,Gibson County,2013,18.7,38343,49664,28.6,18.0,24.2,9.1,20.1,107.0,85.0,0.2056,Q1 (Low Cost),Q1 (Low Cost)
Montana,Teton County,2015,12.1,46360,6074,38.5,17.0,20.1,15.1,9.3,119.45,88.16,0.262,Q2,Q1 (Low Cost)
Tennessee,McNairy County,2016,23.1,31956,26057,26.5,16.3,21.3,11.9,23.9,115.0,90.0,0.2174,Q2,Q1 (Low Cost)
West Virginia,Wetzel County,2016,21.1,39446,15997,22.3,23.0,18.8,17.8,18.2,117.37,89.09,0.2409,Q2,Q1 (Low Cost)
Mississippi,Greene County,2010,18.4,40828,14009,23.9,17.0,19.6,26.0,13.6,57.12,58.2,-0.0189,Q1 (Low Cost),Q1 (Low Cost)
Oregon,Benton County,2019,19.1,62077,91107,50.4,17.2,18.5,5.9,7.9,278.27,168.19,0.3956,Q4 (High Cost),Q4 (High Cost)
Wyoming,Niobrara County,2017,14.9,36793,2479,31.6,25.1,19.4,9.0,14.9,110.92,100.24,0.0963,Q1 (Low Cost),Q2
California,Kings County,2012,20.7,48761,151982,23.8,22.5,19.2,20.0,14.4,204.74,133.32,0.3488,Q4 (High Cost),Q3
Kentucky,Lawrence County,2013,27.0,33525,15877,24.8,15.7,22.3,16.9,20.3,107.71,121.71,-0.13,Q1 (Low Cost),Q3
Massachusetts,Hampshire County,2014,13.9,61460,160328,45.0,18.2,21.4,7.3,8.0,260.0,175.0,0.3269,Q4 (High Cost),Q4 (High Cost)
Ohio,Coshocton County,2015,16.1,41701,36724,21.8,18.6,18.4,14.9,26.3,141.63,133.35,0.0585,Q3,Q3
Kansas,Decatur County,2015,11.2,40657,2905,37.4,19.3,17.1,15.1,11.1,102.8,84.6,0.177,Q1 (Low Cost),Q1 (Low Cost)
North Carolina,Rutherford County,2014,21.0,36863,67181,27.3,18.1,20.3,11.1,23.2,133.69,103.22,0.2279,Q2,Q2
Ohio,Jackson County,2011,23.2,37243,33176,28.8,17.8,20.5,12.1,20.9,138.53,132.04,0.0468,Q2,Q3
South Carolina,Colleton County,2016,20.8,33918,37884,25.8,22.2,21.8,13.5,16.8,107.5,87.5,0.186,Q1 (Low Cost),Q1 (Low Cost)
Tennessee,Giles County,2012,18.6,38014,29439,28.5,13.6,24.4,10.4,23.1,105.0,85.0,0.1905,Q1 (Low Cost),Q1 (Low Cost)
Virginia,Culpeper County,2010,6.7,65132,45749,34.0,18.0,24.8,13.2,10.1,180.0,150.0,0.1667,Q4 (High Cost),Q4 (High Cost)
Illinois,Jefferson County,2010,17.1,41161,39202,25.3,18.2,25.8,10.5,20.1,147.85,100.0,0.3236,Q3,Q2
Arkansas,Sevier County,2015,22.1,36579,17268,20.4,13.5,18.8,17.9,29.4,95.0,85.0,0.1053,Q1 (Low Cost),Q1 (Low Cost)
Georgia,Elbert County,2016,19.8,35739,19394,25.8,15.1,21.2,9.6,28.4,95.0,85.0,0.1053,Q1 (Low Cost),Q1 (Low Cost)
Kansas,Wyandotte County,2014,24.3,39326,159466,23.0,21.1,24.3,12.0,19.5,153.2,98.9,0.3544,Q3,Q2
Virginia,Danville City,2018,21.9,36301,41512,30.0,24.0,19.8,6.5,19.6,135.0,100.0,0.2593,Q2,Q2
Georgia,Clayton County,2015,25.1,40938,267234,23.5,21.8,26.5,9.7,18.5,170.0,142.0,0.1647,Q3,Q4 (High Cost)
Texas,Anderson County,2009,16.8,39355,56575,23.7,23.5,24.2,13.6,15.1,94.5,86.83,0.0812,Q1 (Low Cost),Q1 (Low Cost)
Texas,Yoakum County,2010,25.0,49146,7706,25.0,12.1,16.9,34.6,11.4,108.05,97.25,0.1,Q1 (Low Cost),Q2
Arkansas,Pike County,2017,17.3,36893,10893,26.9,17.6,19.1,18.9,17.6,97.5,87.5,0.1026,Q1 (Low Cost),Q1 (Low Cost)
Alabama,Conecuh County,2016,32.5,27609,12697,17.7,19.3,22.8,11.5,28.7,116.9,106.85,0.086,Q2,Q2
South Carolina,Saluda County,2017,20.5,41885,20228,24.6,17.3,18.7,18.3,21.2,115.0,90.0,0.2174,Q2,Q1 (Low Cost)
Alabama,Etowah County,2013,19.0,38013,104260,27.3,18.4,22.2,10.8,21.3,86.59,67.17,0.2243,Q1 (Low Cost),Q1 (Low Cost)
Florida,Osceola County,2017,17.8,47343,325168,24.8,25.9,28.2,10.0,11.2,173.91,131.67,0.2429,Q3,Q3
Iowa,Jefferson County,2016,15.6,45257,17662,37.8,15.1,24.1,8.6,14.4,176.28,115.15,0.3468,Q3,Q3
Kentucky,Estill County,2011,27.3,28148,14711,22.5,14.9,21.0,12.0,29.6,136.15,107.71,0.2089,Q2,Q2
Michigan,Ionia County,2011,16.1,46958,64418,25.9,19.0,24.5,12.3,18.4,131.55,98.66,0.25,Q2,Q2
Pennsylvania,Jefferson County,2011,14.1,40058,45173,24.1,17.2,22.0,13.0,23.8,135.0,125.0,0.0741,Q2,Q3
Tennessee,Bradley County,2013,19.8,41083,100070,28.5,17.3,25.8,9.6,18.7,150.0,120.0,0.2,Q3,Q3
Louisiana,Grant Parish,2016,19.0,40389,22372,26.7,18.3,21.7,16.1,17.2,115.0,93.33,0.1884,Q2,Q1 (Low Cost)
Louisiana,Rapides Parish,2012,19.9,40946,131655,31.6,21.1,24.8,10.9,11.5,100.0,85.0,0.15,Q1 (Low Cost),Q1 (Low Cost)
South Carolina,Colleton County,2018,21.2,36276,37568,24.0,21.0,20.5,15.8,18.7,115.44,98.78,0.1443,Q2,Q2
Louisiana,Tangipahoa Parish,2013,21.2,40654,122665,29.7,18.2,25.8,12.8,13.6,114.99,92.5,0.1956,Q2,Q1 (Low Cost)
Minnesota,Beltrami County,2017,19.0,45923,45847,33.7,22.0,23.4,10.3,10.6,182.5,128.5,0.2959,Q4 (High Cost),Q3
South Carolina,Oconee County,2014,18.8,41197,74656,31.6,18.5,21.4,9.8,18.8,92.5,82.5,0.1081,Q1 (Low Cost),Q1 (Low Cost)
Kansas,Cowley County,2016,16.4,44960,35977,26.6,20.6,20.9,12.2,19.7,106.2,88.5,0.1667,Q1 (Low Cost),Q1 (Low Cost)
Kentucky,Boyle County,2017,15.5,43076,29773,33.0,18.1,20.3,7.5,21.0,150.0,130.0,0.1333,Q3,Q3
Louisiana,Winn Parish,2012,20.8,33853,15233,30.2,19.7,20.4,15.3,14.5,100.0,85.0,0.15,Q1 (Low Cost),Q1 (Low Cost)
West Virginia,Pocahontas County,2010,15.3,32161,8808,24.9,19.3,19.8,21.0,15.0,105.83,80.48,0.2395,Q1 (Low Cost),Q1 (Low Cost)
Florida,Calhoun County,2017,12.9,36237,14458,23.9,29.4,19.1,18.2,9.4,150.44,139.53,0.0725,Q3,Q3
Texas,Brewster County,2016,11.2,38440,9188,38.8,22.2,19.1,12.7,7.2,121.0,106.1,0.1231,Q2,Q2
Texas,Navarro County,2016,19.9,43388,48177,26.8,19.7,21.6,12.0,19.9,179.25,160.3,0.1057,Q4 (High Cost),Q4 (High Cost)
Kansas,Seward County,2008,16.7,38990,22839,21.7,10.1,23.7,19.7,24.8,92.4,75.6,0.1818,Q1 (Low Cost),Q1 (Low Cost)
Montana,Lake County,2018,21.1,45488,29774,34.9,20.6,19.5,12.7,12.4,173.83,133.15,0.234,Q3,Q3
North Carolina,Edgecombe County,2017,24.6,32929,54032,24.1,20.4,22.4,10.5,22.6,163.13,119.12,0.2698,Q3,Q3
Virginia,Dickenson County,2011,21.3,30556,15923,22.8,18.8,23.3,21.5,13.6,102.0,75.0,0.2647,Q1 (Low Cost),Q1 (Low Cost)
Illinois,Jo Daviess County,2010,8.4,50279,22728,31.1,18.3,22.0,10.8,17.7,147.85,100.0,0.3236,Q3,Q2
Pennsylvania,Crawford County,2015,14.7,44579,87343,30.4,18.3,20.6,10.3,20.5,181.32,128.75,0.2899,Q4 (High Cost),Q3
Tennessee,Moore County,2014,12.3,43393,6348,23.1,15.2,28.2,10.0,23.6,155.0,120.0,0.2258,Q3,Q3
Arkansas,Boone County,2017,15.8,40727,37212,29.8,19.5,24.8,9.7,16.2,97.5,87.5,0.1026,Q1 (Low Cost),Q1 (Low Cost)
North Carolina,Vance County,2017,23.0,35246,44420,22.4,20.6,23.3,10.5,23.3,145.07,128.21,0.1162,Q3,Q3
Massachusetts,Hampshire County,2015,14.7,61368,160759,45.7,17.8,21.7,7.1,7.6,260.0,175.0,0.3269,Q4 (High Cost),Q4 (High Cost)
Oklahoma,Kiowa County,2018,22.2,38209,9001,30.6,19.0,19.7,14.5,16.1,145.5,107.54,0.2609,Q3,Q2
Oregon,Morrow County,2013,18.0,49940,11218,24.9,15.2,15.9,24.9,19.1,131.54,100.97,0.2324,Q2,Q2
South Carolina,Marlboro County,2018,26.0,34203,27131,23.4,18.5,18.7,9.0,30.4,137.54,115.22,0.1623,Q2,Q3
Wisconsin,Crawford County,2016,13.6,45780,16415,25.7,18.8,19.9,11.7,24.0,249.75,140.0,0.4394,Q4 (High Cost),Q3
Arkansas,Howard County,2016,19.6,34672,13487,28.4,13.6,16.1,17.0,24.9,96.25,86.25,0.1039,Q1 (Low Cost),Q1 (Low Cost)
Florida,Charlotte County,2010,10.5,45037,159385,28.6,19.0,31.0,11.9,9.6,160.13,140.9,0.1201,Q3,Q4 (High Cost)
Kansas,Rawlins County,2013,11.5,43482,2545,40.2,15.7,23.3,10.8,10.0,96.0,76.8,0.2,Q1 (Low Cost),Q1 (Low Cost)
Ohio,Portage County,2013,16.1,52697,163387,30.1,19.8,24.8,8.3,17.1,194.52,151.99,0.2186,Q4 (High Cost),Q4 (High Cost)
Virginia,Patrick County,2011,15.9,36057,18573,25.8,17.6,22.5,11.7,22.4,116.0,75.0,0.3534,Q2,Q1 (Low Cost)
Pennsylvania,Tioga County,2013,15.3,44187,42267,29.7,15.9,22.3,12.2,20.0,142.5,120.0,0.1579,Q3,Q3
South Carolina,Pickens County,2018,17.5,47024,122746,35.1,16.5,20.6,10.7,17.2,159.79,119.51,0.2521,Q3,Q3
Tennessee,Trousdale County,2014,15.9,37211,7859,22.7,18.6,30.0,7.4,21.4,155.0,120.0,0.2258,Q3,Q3
Virginia,Fredericksburg City,2009,15.0,43154,22314,39.3,24.2,18.9,8.1,9.5,175.0,142.5,0.1857,Q3,Q4 (High Cost)
Wyoming,Niobrara County,2015,14.9,40398,2516,38.8,17.0,20.9,10.9,12.5,129.4,99.54,0.2308,Q2,Q2
North Carolina,Macon County,2017,17.7,40659,34160,28.9,25.6,22.6,13.2,9.7,145.69,128.06,0.121,Q3,Q3
Utah,Juab County,2008,10.8,49002,9416,24.4,19.3,20.9,17.2,18.2,112.42,80.9,0.2804,Q1 (Low Cost),Q1 (Low Cost)
Kansas,Coffey County,2008,12.3,46355,8516,33.5,18.2,19.6,14.4,14.2,92.4,75.6,0.1818,Q1 (Low Cost),Q1 (Low Cost)
Kansas,Sheridan County,2010,15.4,46739,2578,39.6,15.9,21.4,14.8,8.4,80.0,72.0,0.1,Q1 (Low Cost),Q1 (Low Cost)
South Dakota,Hand County,2010,13.1,45895,3402,36.8,16.4,18.6,21.8,6.5,82.29,74.97,0.089,Q1 (Low Cost),Q1 (Low Cost)
Kansas,Wyandotte County,2013,23.9,39402,158348,22.5,20.7,25.0,11.9,19.9,153.6,96.0,0.375,Q3,Q2
Montana,Blaine County,2019,30.5,41279,6719,41.5,13.0,23.6,14.5,7.4,167.38,129.36,0.2271,Q3,Q3
Texas,Jackson County,2010,11.7,47483,13987,30.4,14.9,20.4,19.3,15.1,103.75,93.25,0.1012,Q1 (Low Cost),Q1 (Low Cost)
Alabama,Marshall County,2017,21.0,41104,94738,28.3,15.6,22.1,13.1,20.9,91.76,68.54,0.2531,Q1 (Low Cost),Q1 (Low Cost)
Idaho,Jefferson County,2015,13.1,51171,26792,33.8,12.1,22.5,17.5,14.1,100.97,99.97,0.0099,Q1 (Low Cost),Q2
Ohio,Seneca County,2012,14.9,42375,56630,25.6,19.5,19.2,10.4,25.4,159.34,138.51,0.1307,Q3,Q3
Texas,Bee County,2019,20.6,44578,32611,22.5,29.2,19.1,11.4,17.8,148.95,129.55,0.1302,Q3,Q3
Idaho,Fremont County,2017,11.9,51806,12889,28.2,15.0,22.7,19.0,15.2,101.88,96.24,0.0554,Q1 (Low Cost),Q2
Oklahoma,Payne County,2022,24.3,46658,82058,42.7,17.9,19.1,8.6,11.7,201.19,145.92,0.2747,Q4 (High Cost),Q4 (High Cost)
South Carolina,Darlington County,2015,23.9,35409,67922,28.8,17.0,25.7,8.9,19.6,100.0,85.0,0.15,Q1 (Low Cost),Q1 (Low Cost)
Texas,Runnels County,2010,21.6,37823,10492,26.6,16.6,26.3,14.8,15.8,92.25,82.25,0.1084,Q1 (Low Cost),Q1 (Low Cost)
Utah,Rich County,2009,6.8,50899,2067,34.8,14.8,18.2,22.3,9.9,133.84,99.72,0.2549,Q2,Q2
Wisconsin,Richland County,2009,11.2,43422,17991,23.1,18.2,20.7,15.0,23.1,173.25,100.0,0.4228,Q3,Q2
Georgia,Irwin County,2019,23.9,37736,9320,31.5,15.5,18.7,14.6,19.7,101.75,94.0,0.0762,Q1 (Low Cost),Q1 (Low Cost)
Georgia,Macon County,2021,27.3,33163,12330,22.7,25.6,16.7,8.6,26.3,106.25,100.0,0.0588,Q1 (Low Cost),Q2
Minnesota,Yellow Medicine County,2010,12.7,50288,10514,32.9,18.1,19.7,13.8,15.5,137.0,100.0,0.2701,Q2,Q2
North Carolina,Rutherford County,2015,19.9,35630,66865,27.2,18.0,19.8,11.3,23.8,134.88,102.41,0.2407,Q2,Q2
Utah,Iron County,2019,17.0,51807,51213,32.7,21.5,22.3,11.7,11.8,195.69,150.0,0.2335,Q4 (High Cost),Q4 (High Cost)
Illinois,Cumberland County,2011,13.1,43255,11073,24.8,15.0,26.5,14.5,19.2,151.43,102.5,0.3231,Q3,Q2
Michigan,Alcona County,2018,16.0,39735,10364,24.3,20.3,22.4,13.5,19.5,155.94,103.96,0.3333,Q3,Q2
Oregon,Curry County,2017,15.5,42519,22377,34.5,21.8,23.0,12.8,8.0,155.19,128.66,0.171,Q3,Q3
South Dakota,Jackson County,2016,36.5,41510,3268,45.5,16.0,17.0,13.4,8.2,99.1,81.86,0.174,Q1 (Low Cost),Q1 (Low Cost)
Mississippi,Newton County,2013,18.6,39190,21645,33.5,17.0,21.0,12.2,16.4,93.24,78.83,0.1545,Q1 (Low Cost),Q1 (Low Cost)
Oregon,Clatsop County,2015,15.8,46408,37382,28.8,21.8,25.8,9.9,13.8,144.23,121.6,0.1569,Q3,Q3
Mississippi,Stone County,2018,17.1,44883,18375,20.9,23.4,17.2,18.5,20.1,104.35,60.97,0.4157,Q1 (Low Cost),Q1 (Low Cost)
Tennessee,Campbell County,2016,22.4,33628,40008,23.5,17.7,24.8,14.0,20.0,115.0,90.0,0.2174,Q2,Q1 (Low Cost)
Tennessee,Houston County,2017,17.1,41820,8188,17.5,21.1,18.3,17.1,26.0,125.0,95.0,0.24,Q2,Q1 (Low Cost)
Louisiana,Ouachita Parish,2008,21.4,38289,149721,31.2,17.9,29.8,9.1,11.9,93.75,80.0,0.1467,Q1 (Low Cost),Q1 (Low Cost)
Michigan,Berrien County,2010,16.4,42625,157232,32.1,18.7,24.3,8.8,16.1,128.76,102.96,0.2004,Q2,Q2
Minnesota,Winona County,2017,14.5,53975,50992,35.1,18.7,21.1,7.3,17.7,194.5,128.5,0.3393,Q4 (High Cost),Q3
Pennsylvania,Huntingdon County,2008,11.0,40870,45503,27.0,17.9,21.2,14.2,19.7,122.5,100.0,0.1837,Q2,Q2
Pennsylvania,Huntingdon County,2013,12.7,44183,45874,28.4,18.9,21.2,14.2,17.3,128.75,108.75,0.1553,Q2,Q2
Texas,Lee County,2010,10.8,46986,16499,28.1,13.3,26.0,15.6,17.0,145.9,130.3,0.1069,Q3,Q3
Virginia,Norton City,2010,22.6,33944,3886,24.8,16.7,31.7,12.4,14.5,103.0,75.0,0.2718,Q1 (Low Cost),Q1 (Low Cost)
California,Santa Barbara County,2009,13.8,59350,402025,34.6,20.2,23.6,13.0,8.6,276.67,154.46,0.4417,Q4 (High Cost),Q4 (High Cost)
Illinois,Carroll County,2009,11.1,42969,15878,30.0,16.7,21.9,11.0,20.4,141.75,97.5,0.3122,Q3,Q2
Alabama,DeKalb County,2015,18.7,38192,71068,24.2,15.8,21.3,12.4,26.5,92.49,67.79,0.2671,Q1 (Low Cost),Q1 (Low Cost)
Ohio,Muskingum County,2013,18.1,40524,85872,25.8,19.7,26.0,9.9,18.7,155.75,137.21,0.119,Q3,Q3
Pennsylvania,Clearfield County,2013,14.5,41030,81536,25.9,19.7,22.4,12.5,19.6,135.0,107.5,0.2037,Q2,Q2
Texas,Rains County,2012,10.2,45099,10976,26.8,14.8,25.5,18.1,14.9,114.0,99.65,0.1259,Q2,Q2
Michigan,Charlevoix County,2012,12.4,47177,26057,29.1,17.3,24.7,11.9,17.0,145.28,105.65,0.2728,Q3,Q2
North Carolina,Warren County,2014,24.8,34953,20628,25.7,19.7,25.8,11.8,16.9,155.23,102.86,0.3374,Q3,Q2
Pennsylvania,Indiana County,2019,16.3,49320,85032,31.1,18.9,20.9,11.9,17.2,191.88,140.0,0.2704,Q4 (High Cost),Q3
Tennessee,Union County,2012,22.6,33456,19179,21.9,15.2,24.6,14.6,23.7,105.0,85.0,0.1905,Q1 (Low Cost),Q1 (Low Cost)
North Dakota,McHenry County,2009,13.4,37039,5275,30.9,14.7,22.6,16.2,15.6,107.55,84.51,0.2142,Q1 (Low Cost),Q1 (Low Cost)
Idaho,Franklin County,2016,12.4,50500,13013,28.7,11.4,23.1,18.5,18.3,103.23,99.25,0.0386,Q1 (Low Cost),Q2
Kentucky,Powell County,2016,26.0,34048,12387,23.4,14.7,21.1,12.2,28.6,125.0,100.0,0.2,Q2,Q2
North Carolina,Pamlico County,2015,13.6,43444,12982,29.4,17.9,22.9,17.6,12.2,160.45,118.62,0.2607,Q3,Q3
Tennessee,Washington County,2009,15.7,41107,116750,34.2,16.2,28.1,8.1,13.5,135.0,110.0,0.1852,Q2,Q2
Texas,Bailey County,2012,11.1,41075,7096,29.7,18.7,25.5,17.8,8.4,113.45,98.4,0.1327,Q2,Q2
Texas,Parmer County,2012,19.6,44925,10172,23.0,17.0,15.8,19.0,25.3,116.85,100.8,0.1374,Q2,Q2
Ohio,Jefferson County,2011,16.9,39453,69672,26.6,19.9,24.5,11.8,17.2,225.25,160.19,0.2888,Q4 (High Cost),Q4 (High Cost)
Arizona,Coconino County,2018,18.9,57616,140217,36.1,22.9,22.7,8.0,10.4,180.0,125.0,0.3056,Q4 (High Cost),Q3
Illinois,Wayne County,2009,14.8,37128,16505,24.9,13.9,23.1,12.3,25.9,141.75,97.5,0.3122,Q3,Q2
Ohio,Portage County,2010,13.5,50447,159943,30.6,18.1,25.6,8.8,16.9,144.54,139.69,0.0336,Q3,Q3
Tennessee,Sequatchie County,2009,21.3,37150,13377,28.3,19.0,20.4,11.6,20.7,96.0,75.0,0.2188,Q1 (Low Cost),Q1 (Low Cost)
West Virginia,Hardy County,2017,14.8,42573,13812,20.8,23.4,17.8,10.6,27.5,134.22,106.97,0.203,Q2,Q2
Kansas,Atchison County,2021,13.9,52243,16382,33.0,21.9,21.9,10.0,13.2,98.4,97.2,0.0122,Q1 (Low Cost),Q2
Oklahoma,Pittsburg County,2008,14.9,40165,44693,26.1,21.7,24.2,12.4,15.6,113.92,90.22,0.208,Q2,Q1 (Low Cost)
